SEED T1,KADJ O T1,KADJ D T1,KADJ EM T1,BADJ O T1,BADJ D T1,BADJ EM T1,BARTHAG T1,WIN% T1,EXP T1,TALENT T1,ELITE SOS T1,SEED T2,KADJ O T2,KADJ D T2,KADJ EM T2,BADJ O T2,BADJ D T2,BADJ EM T2,BARTHAG T2,WIN% T2,EXP T2,TALENT T2,ELITE SOS T2,WINNER
1,120.74,99.0492,21.6909,121.4,97.3,24.1,0.927,84.84848,1.844,76.28,31.853,9,115.822,99.9984,15.8239,114.5,98.4,16.1,0.851,64.51613,1.607,59.86,29.762,1
5,116.15,95.0408,21.1094,116.1,93.6,22.5,0.923,75.0,1.815,59.776,29.904,4,119.824,95.0891,24.7352,118.3,95.2,23.1,0.924,88.23529,1.51,73.63,19.117,1
6,115.787,95.2473,20.5396,114.6,95.1,19.5,0.895,78.78788,2.125,24.411,20.996,3,115.9,92.7095,23.1909,114.3,92.5,21.8,0.919,79.41176,1.626,56.368,32.027,1
7,111.204,94.2949,16.9086,110.3,93.6,16.7,0.869,62.5,1.551,82.201,33.417,2,121.959,96.9241,25.0348,121.2,96.8,24.4,0.93,71.42857,1.844,77.447,39.014,0
1,127.384,95.9749,31.4091,127.7,95.4,32.3,0.966,88.23529,1.313,80.592,32.489,9,108.459,94.6334,13.8252,107.0,94.8,12.2,0.801,55.88235,0.744,73.914,30.311,0
5,119.151,97.3766,21.7748,119.1,95.3,23.8,0.929,70.58824,1.669,38.54,33.146,13,109.328,103.944,5.38402,107.8,103.4,4.4,0.618,69.69697,1.443,2.18,16.115,0
6,115.14,96.4262,18.7137,116.0,95.2,20.8,0.907,62.5,1.885,69.428,31.853,3,114.03,92.0873,21.9424,112.9,91.1,21.8,0.922,72.72727,1.786,36.705,31.897,1
10,115.758,97.8916,17.8667,115.4,95.5,19.9,0.898,60.60606,1.614,52.743,35.194,2,123.248,96.5818,26.6663,123.6,94.4,29.2,0.957,82.35294,2.106,59.458,30.493,1
1,120.933,97.6938,23.2388,121.7,95.7,26.0,0.941,79.41176,1.783,80.44,34.024,8,116.335,98.9994,17.3352,116.5,97.4,19.1,0.887,65.625,2.043,61.137,32.678,0
5,113.774,93.5052,20.2693,111.6,93.7,17.9,0.882,71.875,2.022,54.866,31.364,4,118.196,97.5614,20.6348,117.0,97.1,19.9,0.895,78.125,1.241,58.941,25.991,0
11,107.705,94.1122,13.5929,106.3,93.0,13.3,0.823,60.60606,0.961,81.271,29.15,3,119.983,93.6364,26.3461,119.4,93.7,25.7,0.942,87.87879,1.323,84.499,27.212,0
7,111.71,97.328,14.3818,110.2,96.5,13.7,0.822,78.125,2.171,56.579,19.269,2,122.602,93.467,29.1348,123.2,93.9,29.3,0.958,78.78788,0.688,92.943,31.36,1
9,112.178,97.4236,14.7543,112.3,95.8,16.5,0.862,66.66667,1.344,47.73,31.68,5,116.426,96.019,20.4069,115.1,95.7,19.4,0.893,70.58824,0.189,95.962,31.972,0
11,111.331,96.1911,15.1402,109.0,96.8,12.2,0.797,84.375,1.803,16.801,14.914,7,119.901,101.72,18.1814,118.0,101.5,16.5,0.85,79.41176,2.161,57.081,19.663,0
9,115.822,99.9984,15.8239,114.5,98.4,16.1,0.851,64.51613,1.607,59.86,29.762,4,119.824,95.0891,24.7352,118.3,95.2,23.1,0.924,88.23529,1.51,73.63,19.117,0
3,115.9,92.7095,23.1909,114.3,92.5,21.8,0.919,79.41176,1.626,56.368,32.027,7,111.204,94.2949,16.9086,110.3,93.6,16.7,0.869,62.5,1.551,82.201,33.417,0
1,127.384,95.9749,31.4091,127.7,95.4,32.3,0.966,88.23529,1.313,80.592,32.489,5,119.151,97.3766,21.7748,119.1,95.3,23.8,0.929,70.58824,1.669,38.54,33.146,0
3,114.03,92.0873,21.9424,112.9,91.1,21.8,0.922,72.72727,1.786,36.705,31.897,2,123.248,96.5818,26.6663,123.6,94.4,29.2,0.957,82.35294,2.106,59.458,30.493,0
1,120.933,97.6938,23.2388,121.7,95.7,26.0,0.941,79.41176,1.783,80.44,34.024,5,113.774,93.5052,20.2693,111.6,93.7,17.9,0.882,71.875,2.022,54.866,31.364,0
11,107.705,94.1122,13.5929,106.3,93.0,13.3,0.823,60.60606,0.961,81.271,29.15,2,122.602,93.467,29.1348,123.2,93.9,29.3,0.958,78.78788,0.688,92.943,31.36,1
9,112.178,97.4236,14.7543,112.3,95.8,16.5,0.862,66.66667,1.344,47.73,31.68,11,111.331,96.1911,15.1402,109.0,96.8,12.2,0.797,84.375,1.803,16.801,14.914,1
9,115.822,99.9984,15.8239,114.5,98.4,16.1,0.851,64.51613,1.607,59.86,29.762,3,115.9,92.7095,23.1909,114.3,92.5,21.8,0.919,79.41176,1.626,56.368,32.027,1
1,127.384,95.9749,31.4091,127.7,95.4,32.3,0.966,88.23529,1.313,80.592,32.489,3,114.03,92.0873,21.9424,112.9,91.1,21.8,0.922,72.72727,1.786,36.705,31.897,0
1,120.933,97.6938,23.2388,121.7,95.7,26.0,0.941,79.41176,1.783,80.44,34.024,2,122.602,93.467,29.1348,123.2,93.9,29.3,0.958,78.78788,0.688,92.943,31.36,0
11,111.331,96.1911,15.1402,109.0,96.8,12.2,0.797,84.375,1.803,16.801,14.914,3,115.9,92.7095,23.1909,114.3,92.5,21.8,0.919,79.41176,1.626,56.368,32.027,1
1,127.384,95.9749,31.4091,127.7,95.4,32.3,0.966,88.23529,1.313,80.592,32.489,1,120.933,97.6938,23.2388,121.7,95.7,26.0,0.941,79.41176,1.783,80.44,34.024,0
3,115.9,92.7095,23.1909,114.3,92.5,21.8,0.919,79.41176,1.626,56.368,32.027,1,127.384,95.9749,31.4091,127.7,95.4,32.3,0.966,88.23529,1.313,80.592,32.489,1
1,122.753,91.9756,30.7772,122.2,92.2,30.0,0.962,91.17647,1.845,75.837,30.578,16,98.9775,103.211,-4.23312,98.2,101.6,-3.4,0.403,55.88235,1.461,4.25,15.979,0
8,113.589,91.2963,22.2926,113.5,91.5,22.0,0.923,73.52941,2.056,56.744,31.468,9,117.358,102.419,14.9395,116.4,101.4,15.0,0.83,68.75,1.923,67.076,32.173,0
5,113.686,87.0194,26.6671,114.1,86.7,27.4,0.959,68.75,1.562,71.089,35.989,12,117.706,105.319,12.3867,117.1,104.6,12.5,0.786,84.375,2.068,5.2,13.569,0
4,115.851,89.4618,26.3891,115.7,89.3,26.4,0.952,75.0,1.974,70.37,33.955,13,107.974,96.4902,11.4836,106.9,96.8,10.1,0.758,78.125,2.526,10.643,13.051,0
6,120.073,94.8141,25.2591,118.8,93.7,25.1,0.939,88.23529,1.875,64.748,22.062,11,112.508,100.168,12.3407,111.2,99.6,11.6,0.78,72.72727,1.068,81.237,23.057,1
3,117.289,92.281,25.0078,116.0,92.5,23.5,0.931,77.41935,1.908,43.215,37.002,14,110.052,102.738,7.31463,109.0,101.8,7.2,0.687,83.33333,1.778,1.948,10.347,0
7,105.546,88.5163,17.0302,105.2,88.3,16.9,0.882,67.74194,1.537,50.958,27.468,10,120.943,103.371,17.5711,121.4,101.6,19.8,0.886,61.29032,1.671,76.631,30.575,0
2,120.988,95.8991,25.0887,121.1,94.9,26.2,0.943,77.14286,1.414,94.782,37.527,15,109.892,107.217,2.67571,108.8,107.0,1.8,0.548,58.82353,2.045,10.042,11.532,0
1,120.711,87.6571,33.0538,119.8,88.0,31.8,0.972,96.9697,1.78,68.782,19.459,16,110.782,112.116,-1.33359,108.6,111.7,-3.1,0.42,50.0,1.779,6.456,13.118,0
8,111.189,95.6778,15.511,111.1,94.7,16.4,0.863,67.64706,1.685,54.109,28.272,9,112.303,96.065,16.2376,112.8,95.2,17.6,0.876,55.88235,1.834,53.364,33.443,0
5,118.891,97.7973,21.0939,119.5,96.4,23.1,0.922,73.52941,2.068,65.922,34.028,12,109.396,96.8962,12.5002,108.1,96.6,11.5,0.785,78.57143,2.006,8.705,13.417,0
4,116.472,89.6731,26.7991,116.1,89.8,26.3,0.951,76.47059,1.953,43.642,32.564,13,109.074,100.358,8.71601,107.5,99.6,7.9,0.706,76.47059,1.413,0.2,12.194,0
6,113.565,98.7271,14.838,113.0,97.4,15.6,0.847,74.19355,1.171,72.827,27.505,11,114.744,99.4255,15.3189,114.5,97.3,17.2,0.867,61.76471,1.708,61.847,32.401,1
3,116.738,93.9951,22.7426,116.0,94.3,21.7,0.915,75.75758,1.262,70.581,32.378,14,109.563,104.547,5.016,108.5,103.9,4.6,0.622,76.66667,1.801,28.624,12.991,0
7,118.894,94.2568,24.6377,118.3,94.2,24.1,0.932,87.5,1.957,24.566,18.282,10,110.018,95.716,14.3025,107.9,95.8,12.1,0.797,76.47059,2.26,42.055,18.914,0
2,117.585,94.8418,22.7427,116.3,94.3,22.0,0.918,88.23529,1.133,71.921,25.711,15,102.854,103.166,-0.31127,102.1,102.6,-0.5,0.486,67.85714,1.823,0.2,8.396,0
1,120.833,94.8585,25.975,120.4,94.4,26.0,0.943,87.5,1.763,75.629,35.994,16,97.8508,102.603,-4.75235,97.9,101.0,-3.1,0.411,62.5,2.206,5.789,9.044,0
8,110.386,93.4254,16.9602,110.7,92.3,18.4,0.89,65.625,1.45,74.813,33.96,9,110.569,95.5936,14.9753,109.7,94.6,15.1,0.846,57.57576,1.115,70.413,33.378,1
5,119.541,96.4283,23.113,118.1,95.6,22.5,0.919,69.69697,2.508,54.193,39.139,12,114.477,101.135,13.3415,113.5,101.1,12.4,0.791,82.35294,1.63,31.488,15.312,0
4,116.912,92.6889,24.2236,116.1,92.3,23.8,0.933,78.125,1.555,67.524,29.59,13,110.832,98.9477,11.8847,109.5,98.6,10.9,0.77,84.84848,1.935,6.681,12.311,0
6,115.639,96.0487,19.5902,115.6,95.3,20.3,0.902,72.72727,1.718,45.608,29.959,11,110.668,95.0527,15.6156,110.2,94.9,15.3,0.848,72.72727,1.795,64.496,20.094,1
3,117.728,93.9002,23.8276,116.0,93.7,22.3,0.921,84.84848,1.779,56.758,23.71,14,110.197,106.195,4.00176,108.7,105.3,3.4,0.59,64.70588,1.928,19.851,12.569,0
7,121.592,98.9742,22.618,121.6,97.9,23.7,0.924,68.57143,2.007,64.639,31.879,10,124.834,102.73,22.1043,125.1,101.4,23.7,0.918,61.29032,1.534,54.425,38.667,0
2,117.179,90.4602,26.7186,116.2,89.7,26.5,0.952,75.0,1.588,71.596,35.79,15,105.363,104.78,0.583245,104.0,104.9,-0.9,0.475,56.25,1.785,4.175,12.694,0
1,122.075,94.0654,28.0091,121.0,93.1,27.9,0.953,78.78788,1.917,88.126,35.516,16,103.622,107.286,-3.66476,101.7,106.6,-4.9,0.368,67.64706,2.001,5.421,15.142,0
8,116.639,101.04,15.5987,115.4,101.1,14.3,0.821,73.52941,2.269,36.848,28.939,9,109.8,95.8517,13.9487,108.6,95.8,12.8,0.809,65.625,1.777,55.205,32.687,0
5,109.574,92.9833,16.5907,108.3,91.8,16.5,0.87,72.72727,1.272,59.566,28.647,12,111.64,96.9823,14.6582,110.4,96.3,14.1,0.828,87.87879,2.099,17.718,12.053,1
4,117.971,97.0613,20.9097,117.5,97.0,20.5,0.901,74.19355,2.01,48.146,32.565,13,106.436,101.809,4.62694,105.4,101.7,3.7,0.601,80.0,2.203,5.374,9.847,0
6,114.215,91.8982,22.3165,113.6,91.2,22.4,0.926,85.29412,1.72,72.275,23.092,11,112.038,94.4839,17.5538,111.5,93.3,18.2,0.886,60.60606,1.595,45.961,34.368,0
3,122.757,99.8057,22.9515,121.7,99.2,22.5,0.913,87.87879,1.438,77.967,23.941,14,104.421,102.687,1.73415,103.8,102.5,1.3,0.536,61.76471,1.629,14.694,11.162,0
7,112.3,96.6262,15.6735,110.5,96.5,14.0,0.826,76.66667,2.164,40.751,19.632,10,119.636,93.2236,26.4121,116.9,92.8,24.1,0.934,87.87879,1.45,40.472,17.09,1
2,119.139,91.8728,27.2664,119.2,91.5,27.7,0.954,85.29412,0.935,86.539,30.841,15,106.647,105.311,1.33605,105.6,104.3,1.3,0.536,68.75,1.277,10.36,10.902,0
1,122.753,91.9756,30.7772,122.2,92.2,30.0,0.962,91.17647,1.845,75.837,30.578,8,113.589,91.2963,22.2926,113.5,91.5,22.0,0.923,73.52941,2.056,56.744,31.468,1
5,113.686,87.0194,26.6671,114.1,86.7,27.4,0.959,68.75,1.562,71.089,35.989,4,115.851,89.4618,26.3891,115.7,89.3,26.4,0.952,75.0,1.974,70.37,33.955,1
11,112.508,100.168,12.3407,111.2,99.6,11.6,0.78,72.72727,1.068,81.237,23.057,3,117.289,92.281,25.0078,116.0,92.5,23.5,0.931,77.41935,1.908,43.215,37.002,1
7,105.546,88.5163,17.0302,105.2,88.3,16.9,0.882,67.74194,1.537,50.958,27.468,2,120.988,95.8991,25.0887,121.1,94.9,26.2,0.943,77.14286,1.414,94.782,37.527,0
1,120.711,87.6571,33.0538,119.8,88.0,31.8,0.972,96.9697,1.78,68.782,19.459,8,111.189,95.6778,15.511,111.1,94.7,16.4,0.863,67.64706,1.685,54.109,28.272,0
5,118.891,97.7973,21.0939,119.5,96.4,23.1,0.922,73.52941,2.068,65.922,34.028,4,116.472,89.6731,26.7991,116.1,89.8,26.3,0.951,76.47059,1.953,43.642,32.564,1
11,114.744,99.4255,15.3189,114.5,97.3,17.2,0.867,61.76471,1.708,61.847,32.401,3,116.738,93.9951,22.7426,116.0,94.3,21.7,0.915,75.75758,1.262,70.581,32.378,0
7,118.894,94.2568,24.6377,118.3,94.2,24.1,0.932,87.5,1.957,24.566,18.282,2,117.585,94.8418,22.7427,116.3,94.3,22.0,0.918,88.23529,1.133,71.921,25.711,1
1,120.833,94.8585,25.975,120.4,94.4,26.0,0.943,87.5,1.763,75.629,35.994,9,110.569,95.5936,14.9753,109.7,94.6,15.1,0.846,57.57576,1.115,70.413,33.378,0
5,119.541,96.4283,23.113,118.1,95.6,22.5,0.919,69.69697,2.508,54.193,39.139,4,116.912,92.6889,24.2236,116.1,92.3,23.8,0.933,78.125,1.555,67.524,29.59,1
11,110.668,95.0527,15.6156,110.2,94.9,15.3,0.848,72.72727,1.795,64.496,20.094,3,117.728,93.9002,23.8276,116.0,93.7,22.3,0.921,84.84848,1.779,56.758,23.71,1
7,121.592,98.9742,22.618,121.6,97.9,23.7,0.924,68.57143,2.007,64.639,31.879,2,117.179,90.4602,26.7186,116.2,89.7,26.5,0.952,75.0,1.588,71.596,35.79,0
1,122.075,94.0654,28.0091,121.0,93.1,27.9,0.953,78.78788,1.917,88.126,35.516,8,116.639,101.04,15.5987,115.4,101.1,14.3,0.821,73.52941,2.269,36.848,28.939,0
12,111.64,96.9823,14.6582,110.4,96.3,14.1,0.828,87.87879,2.099,17.718,12.053,4,117.971,97.0613,20.9097,117.5,97.0,20.5,0.901,74.19355,2.01,48.146,32.565,1
6,114.215,91.8982,22.3165,113.6,91.2,22.4,0.926,85.29412,1.72,72.275,23.092,3,122.757,99.8057,22.9515,121.7,99.2,22.5,0.913,87.87879,1.438,77.967,23.941,1
10,119.636,93.2236,26.4121,116.9,92.8,24.1,0.934,87.87879,1.45,40.472,17.09,2,119.139,91.8728,27.2664,119.2,91.5,27.7,0.954,85.29412,0.935,86.539,30.841,1
8,113.589,91.2963,22.2926,113.5,91.5,22.0,0.923,73.52941,2.056,56.744,31.468,4,115.851,89.4618,26.3891,115.7,89.3,26.4,0.952,75.0,1.974,70.37,33.955,1
3,117.289,92.281,25.0078,116.0,92.5,23.5,0.931,77.41935,1.908,43.215,37.002,7,105.546,88.5163,17.0302,105.2,88.3,16.9,0.882,67.74194,1.537,50.958,27.468,1
1,120.711,87.6571,33.0538,119.8,88.0,31.8,0.972,96.9697,1.78,68.782,19.459,4,116.472,89.6731,26.7991,116.1,89.8,26.3,0.951,76.47059,1.953,43.642,32.564,0
11,114.744,99.4255,15.3189,114.5,97.3,17.2,0.867,61.76471,1.708,61.847,32.401,2,117.585,94.8418,22.7427,116.3,94.3,22.0,0.918,88.23529,1.133,71.921,25.711,0
1,120.833,94.8585,25.975,120.4,94.4,26.0,0.943,87.5,1.763,75.629,35.994,4,116.912,92.6889,24.2236,116.1,92.3,23.8,0.933,78.125,1.555,67.524,29.59,0
3,117.728,93.9002,23.8276,116.0,93.7,22.3,0.921,84.84848,1.779,56.758,23.71,7,121.592,98.9742,22.618,121.6,97.9,23.7,0.924,68.57143,2.007,64.639,31.879,0
1,122.075,94.0654,28.0091,121.0,93.1,27.9,0.953,78.78788,1.917,88.126,35.516,4,117.971,97.0613,20.9097,117.5,97.0,20.5,0.901,74.19355,2.01,48.146,32.565,0
3,122.757,99.8057,22.9515,121.7,99.2,22.5,0.913,87.87879,1.438,77.967,23.941,2,119.139,91.8728,27.2664,119.2,91.5,27.7,0.954,85.29412,0.935,86.539,30.841,1
4,115.851,89.4618,26.3891,115.7,89.3,26.4,0.952,75.0,1.974,70.37,33.955,7,105.546,88.5163,17.0302,105.2,88.3,16.9,0.882,67.74194,1.537,50.958,27.468,1
1,120.711,87.6571,33.0538,119.8,88.0,31.8,0.972,96.9697,1.78,68.782,19.459,11,114.744,99.4255,15.3189,114.5,97.3,17.2,0.867,61.76471,1.708,61.847,32.401,0
1,120.833,94.8585,25.975,120.4,94.4,26.0,0.943,87.5,1.763,75.629,35.994,3,117.728,93.9002,23.8276,116.0,93.7,22.3,0.921,84.84848,1.779,56.758,23.71,1
1,122.075,94.0654,28.0091,121.0,93.1,27.9,0.953,78.78788,1.917,88.126,35.516,2,119.139,91.8728,27.2664,119.2,91.5,27.7,0.954,85.29412,0.935,86.539,30.841,0
7,105.546,88.5163,17.0302,105.2,88.3,16.9,0.882,67.74194,1.537,50.958,27.468,1,120.711,87.6571,33.0538,119.8,88.0,31.8,0.972,96.9697,1.78,68.782,19.459,1
3,117.728,93.9002,23.8276,116.0,93.7,22.3,0.921,84.84848,1.779,56.758,23.71,1,122.075,94.0654,28.0091,121.0,93.1,27.9,0.953,78.78788,1.917,88.126,35.516,1
1,120.711,87.6571,33.0538,119.8,88.0,31.8,0.972,96.9697,1.78,68.782,19.459,1,122.075,94.0654,28.0091,121.0,93.1,27.9,0.953,78.78788,1.917,88.126,35.516,1
1,120.379,90.575,29.804,120.5,91.3,29.2,0.961,87.87879,1.863,80.776,35.686,16,104.005,109.104,-5.09934,101.8,108.4,-6.6,0.327,48.48485,1.667,0.232,12.023,0
8,108.785,95.1948,13.5905,107.8,95.4,12.4,0.803,65.625,1.771,53.765,26.719,9,111.651,92.899,18.752,110.4,93.3,17.1,0.874,70.58824,1.968,72.327,23.62,1
5,116.294,95.5806,20.7136,115.1,96.4,18.7,0.885,75.0,1.774,87.245,28.313,12,110.826,101.245,9.58182,110.5,100.7,9.8,0.744,77.41935,1.889,12.379,12.136,0
4,112.902,93.2625,19.6396,112.5,93.0,19.5,0.899,69.69697,1.439,78.13,27.208,13,108.243,96.5071,11.736,107.3,95.9,11.4,0.784,83.33333,2.152,15.446,13.153,1
6,117.368,95.4851,21.8831,116.4,95.7,20.7,0.905,75.75758,2.016,66.359,25.107,11,111.743,90.5918,21.1508,111.5,90.3,21.2,0.919,74.19355,1.873,27.563,18.276,1
3,118.848,95.9995,22.848,118.8,95.4,23.4,0.926,78.125,2.218,66.635,32.355,14,105.541,102.83,2.71119,104.3,102.5,1.8,0.55,57.57576,1.454,6.348,17.81,0
7,116.298,94.9421,21.3563,116.0,94.8,21.2,0.911,67.74194,2.125,54.413,29.23,10,106.619,98.2712,8.34785,106.3,98.1,8.2,0.716,65.625,2.186,55.758,24.923,0
2,118.299,91.552,26.7471,118.9,90.4,28.5,0.959,85.29412,1.709,81.555,30.779,15,103.529,99.3166,4.21193,101.1,99.4,1.7,0.549,64.51613,1.148,11.114,10.414,0
1,119.63,96.8455,22.7847,117.7,96.9,20.8,0.904,81.81818,1.495,51.771,27.638,16,97.0369,108.525,-11.4879,97.3,107.6,-10.3,0.239,42.42424,1.649,5.623,9.645,0
8,113.435,98.7988,14.6358,113.0,96.9,16.1,0.854,79.41176,1.79,41.08,21.526,9,110.035,92.8755,17.1593,109.5,92.7,16.8,0.872,68.75,1.92,56.651,23.448,0
5,118.756,98.8407,19.9152,117.8,99.3,18.5,0.877,65.625,1.878,48.262,35.471,12,109.51,95.6837,13.8265,108.2,95.3,12.9,0.812,77.77778,2.27,3.85,15.942,1
4,121.786,99.7328,22.0532,121.5,98.5,23.0,0.918,69.69697,1.063,94.152,32.331,13,110.051,100.792,9.25855,108.6,100.6,8.0,0.707,76.66667,1.606,1.709,13.73,0
6,112.821,95.7146,17.1061,111.5,95.3,16.2,0.859,62.5,1.958,73.204,36.005,11,108.298,98.2039,10.0945,108.8,97.6,11.2,0.777,63.63636,2.207,36.74,21.49,1
3,114.159,92.3528,21.8057,113.7,92.2,21.5,0.918,76.47059,1.815,69.544,27.831,14,108.225,104.236,3.98885,106.9,104.4,2.5,0.568,63.63636,2.069,0.2,15.675,0
7,110.836,98.3992,12.4371,109.8,98.1,11.7,0.785,60.0,1.608,44.404,30.461,10,110.984,94.769,16.2152,111.4,93.8,17.6,0.878,70.58824,2.092,38.015,20.513,1
2,117.285,92.4357,24.849,117.6,92.8,24.8,0.938,78.125,2.158,57.714,35.834,15,103.37,96.8714,6.49871,103.2,95.5,7.7,0.709,72.41379,1.895,5.421,10.513,0
1,121.139,93.1009,28.0379,120.1,94.3,25.8,0.942,82.35294,1.854,90.938,32.034,16,102.917,104.307,-1.39023,102.3,103.0,-0.7,0.48,55.17241,1.331,24.576,11.006,0
8,113.901,99.116,14.7848,113.8,98.0,15.8,0.848,63.63636,1.247,72.171,26.984,9,109.321,95.7275,13.5932,108.9,95.1,13.8,0.826,69.69697,1.133,59.887,31.166,1
5,120.855,98.0589,22.7957,120.1,98.0,22.1,0.912,78.125,1.749,68.041,23.197,12,107.156,99.7384,7.41784,105.9,100.3,5.6,0.651,84.375,2.305,7.903,11.639,0
4,122.508,97.3082,25.1996,122.3,95.8,26.5,0.943,76.47059,0.956,92.397,28.159,13,107.481,98.9433,8.53773,106.1,98.7,7.4,0.697,80.0,2.267,0.2,11.251,0
6,119.69,103.709,15.9813,118.4,103.5,14.9,0.824,65.625,1.721,76.873,31.682,11,115.094,100.54,14.5538,114.7,99.7,15.0,0.834,63.63636,1.418,54.482,29.236,0
3,116.39,90.4754,25.9146,115.4,90.2,25.2,0.944,76.47059,1.724,46.477,34.85,14,111.339,96.9336,14.405,108.5,97.6,10.9,0.772,82.14286,2.171,0.458,9.477,1
7,111.769,95.4038,16.3651,110.2,95.6,14.6,0.837,62.5,1.348,58.366,29.577,10,115.484,99.2827,16.2013,115.3,98.2,17.1,0.864,64.51613,2.072,57.184,31.513,0
2,117.096,95.3858,21.71,117.1,94.5,22.6,0.922,84.375,1.534,65.075,29.509,15,103.593,100.851,2.74146,102.9,99.6,3.3,0.593,74.19355,1.391,1.595,9.167,0
1,120.224,91.1288,29.0952,119.5,91.9,27.6,0.954,78.78788,1.985,74.302,36.199,16,99.7519,106.561,-6.80879,98.0,106.9,-8.9,0.269,66.66667,2.293,4.609,8.629,0
8,113.846,99.1212,14.7244,112.4,98.5,13.9,0.82,61.29032,1.716,18.334,32.532,9,117.318,101.468,15.8497,117.9,99.4,18.5,0.877,67.74194,2.128,61.077,29.739,1
5,117.0,92.4061,24.5939,116.6,92.8,23.8,0.933,76.47059,1.518,66.451,26.889,12,108.951,95.6244,13.3265,106.9,95.6,11.3,0.783,87.09677,2.35,0.475,13.219,1
4,121.033,99.9576,21.0754,120.4,98.9,21.5,0.906,65.625,2.427,63.044,34.953,13,110.602,102.768,7.8333,108.9,102.8,6.1,0.66,68.75,2.184,8.384,13.931,0
6,111.433,93.7641,17.6691,111.2,92.5,18.7,0.893,75.75758,1.139,62.243,30.728,11,116.44,97.1644,19.2756,117.0,96.3,20.7,0.904,78.125,1.788,58.0,20.236,1
3,115.673,97.5601,18.1129,115.2,97.3,17.9,0.875,75.75758,2.011,34.826,30.751,14,107.084,100.385,6.69862,105.5,99.9,5.6,0.652,71.875,2.293,40.734,17.899,0
7,106.934,93.5907,13.3434,106.8,92.6,14.2,0.838,78.125,1.562,36.347,20.789,10,111.357,95.507,15.8501,110.8,94.6,16.2,0.86,59.375,1.713,88.863,30.281,1
2,123.022,93.3408,29.6807,121.4,94.8,26.6,0.945,85.29412,1.818,59.574,26.632,15,103.144,99.21,3.93408,102.2,98.5,3.7,0.605,70.96774,1.752,8.754,12.345,1
1,120.379,90.575,29.804,120.5,91.3,29.2,0.961,87.87879,1.863,80.776,35.686,9,111.651,92.899,18.752,110.4,93.3,17.1,0.874,70.58824,1.968,72.327,23.62,0
5,116.294,95.5806,20.7136,115.1,96.4,18.7,0.885,75.0,1.774,87.245,28.313,13,108.243,96.5071,11.736,107.3,95.9,11.4,0.784,83.33333,2.152,15.446,13.153,0
11,111.743,90.5918,21.1508,111.5,90.3,21.2,0.919,74.19355,1.873,27.563,18.276,3,118.848,95.9995,22.848,118.8,95.4,23.4,0.926,78.125,2.218,66.635,32.355,1
7,116.298,94.9421,21.3563,116.0,94.8,21.2,0.911,67.74194,2.125,54.413,29.23,2,118.299,91.552,26.7471,118.9,90.4,28.5,0.959,85.29412,1.709,81.555,30.779,1
1,119.63,96.8455,22.7847,117.7,96.9,20.8,0.904,81.81818,1.495,51.771,27.638,8,113.435,98.7988,14.6358,113.0,96.9,16.1,0.854,79.41176,1.79,41.08,21.526,0
12,109.51,95.6837,13.8265,108.2,95.3,12.9,0.812,77.77778,2.27,3.85,15.942,4,121.786,99.7328,22.0532,121.5,98.5,23.0,0.918,69.69697,1.063,94.152,32.331,1
11,108.298,98.2039,10.0945,108.8,97.6,11.2,0.777,63.63636,2.207,36.74,21.49,3,114.159,92.3528,21.8057,113.7,92.2,21.5,0.918,76.47059,1.815,69.544,27.831,1
10,110.984,94.769,16.2152,111.4,93.8,17.6,0.878,70.58824,2.092,38.015,20.513,2,117.285,92.4357,24.849,117.6,92.8,24.8,0.938,78.125,2.158,57.714,35.834,1
1,121.139,93.1009,28.0379,120.1,94.3,25.8,0.942,82.35294,1.854,90.938,32.034,9,109.321,95.7275,13.5932,108.9,95.1,13.8,0.826,69.69697,1.133,59.887,31.166,0
5,120.855,98.0589,22.7957,120.1,98.0,22.1,0.912,78.125,1.749,68.041,23.197,4,122.508,97.3082,25.1996,122.3,95.8,26.5,0.943,76.47059,0.956,92.397,28.159,0
6,119.69,103.709,15.9813,118.4,103.5,14.9,0.824,65.625,1.721,76.873,31.682,14,111.339,96.9336,14.405,108.5,97.6,10.9,0.772,82.14286,2.171,0.458,9.477,0
7,111.769,95.4038,16.3651,110.2,95.6,14.6,0.837,62.5,1.348,58.366,29.577,2,117.096,95.3858,21.71,117.1,94.5,22.6,0.922,84.375,1.534,65.075,29.509,0
1,120.224,91.1288,29.0952,119.5,91.9,27.6,0.954,78.78788,1.985,74.302,36.199,9,117.318,101.468,15.8497,117.9,99.4,18.5,0.877,67.74194,2.128,61.077,29.739,0
12,108.951,95.6244,13.3265,106.9,95.6,11.3,0.783,87.09677,2.35,0.475,13.219,4,121.033,99.9576,21.0754,120.4,98.9,21.5,0.906,65.625,2.427,63.044,34.953,1
11,116.44,97.1644,19.2756,117.0,96.3,20.7,0.904,78.125,1.788,58.0,20.236,3,115.673,97.5601,18.1129,115.2,97.3,17.9,0.875,75.75758,2.011,34.826,30.751,0
10,111.357,95.507,15.8501,110.8,94.6,16.2,0.86,59.375,1.713,88.863,30.281,15,103.144,99.21,3.93408,102.2,98.5,3.7,0.605,70.96774,1.752,8.754,12.345,0
1,120.379,90.575,29.804,120.5,91.3,29.2,0.961,87.87879,1.863,80.776,35.686,5,116.294,95.5806,20.7136,115.1,96.4,18.7,0.885,75.0,1.774,87.245,28.313,0
